//this config file was auto-generated by Excel2lua tool do not modify it!
Id,EffectType,TargetType,Condition,TriggerKeyframe,Param1,Param2,Param3,Param4,Param5,Param6
1471302,3,3,1471302,0,14710303,,,,,
1471303,1,3,,0,1,60,3,18.5,,
1471401,1,3,,0,1,0,2,0,,
1471402,1,3,,0,1,0,2,0,,
1471403,1,3,,0,1,0,2,0,,
1471404,1,3,,0,1,0,2,0,,
1471405,1,3,,0,1,0,2,0,,
1481101,1,3,,0,1,7,1,0,,
1481102,1,3,,0,1,7,1,0,,
1481103,1,3,,0,1,7,1,0,,
1481201,1,3,,0,1,4,1,0,,
1481202,1,3,,0,1,4,1,0,,
1481203,1,3,,0,1,4,1,0,,
1481204,1,3,,0,1,4,1,0,,
1481301,1,3,,0,1,6,1,0,,
1481302,1,3,,0,1,6,1,0,,
1481303,1,3,,0,1,6,1,0,,
1481304,1,3,,0,1,6,1,0,,
1481401,1,3,,0,1,0,1,0,,
1481402,1,3,,0,1,0,1,0,,
1481403,1,3,,0,1,0,1,0,,
1481404,1,3,,0,1,0,1,0,,
1481405,2,9,,0,148004,,2,0,,
1491101,1,3,,0,1,3,1,0,,
1491201,1,3,,0,1,3,1,0,,
1491202,1,3,,0,1,3,1,0,,
1491203,1,3,,0,1,3,1,0,,
1491204,1,3,,0,1,3,1,0,,
1491205,1,3,,0,1,3,2,0,,
1491301,1,3,,0,1,3,3,18.5,,
1491302,1,3,,0,1,3,1,0,,
1491303,1,3,,0,1,3,1,0,,
1491304,1,3,,0,1,3,1,0,,
1491305,1,3,,0,1,3,1,0,,
1491306,2,9,,0,149001,,2,0,,
1491401,1,3,,0,1,3,1,0,,
1491402,2,1,,0,149004,,2,0,,
1501101,1,3,,0,1,7,1,0,,
1501102,1,3,,0,1,7,1,0,,
1501103,1,3,,0,1,7,1,0,,
1501201,1,3,,0,1,6,1,0,,
1501202,1,3,,0,1,6,1,0,,
1501203,1,3,,0,1,6,1,0,,
1501204,1,3,,0,1,6,1,0,,
1501205,2,1,1501205,0,150001,,2,0,,
1501301,1,3,,0,1,5,1,0,,
1501302,1,3,,0,1,5,1,0,,
1501303,1,3,,0,1,5,1,0,,
1501304,1,3,,0,1,5,1,0,,
1501305,1,3,,0,1,5,1,0,,
1501306,1,3,,0,1,5,3,18.5,,
1501307,2,4,,0,150002,,2,0,,
1501401,1,3,,0,1,0,2,0,,
1501402,1,3,,0,1,0,2,0,,
1501403,2,4,,0,150008,,2,0,,
1511101,1,3,,0,1,7,1,0,,
1511102,1,3,,0,1,7,1,0,,
1511103,1,3,,0,1,7,1,0,,
1511201,1,3,,0,1,30,1,0,,
1511202,2,1,,0,151001,,2,0,,
1511301,1,3,,0,1,20,1,0,,
1511302,2,1,,0,151003,,2,0,,
1511401,1,3,,0,1,0,1,0,,
1511402,1,3,,0,1,0,1,0,,
1520101,1,3,,0,1,20,1,0,,
1520102,1,3,,0,1,20,1,0,,
1520201,1,3,,0,1,20,1,0,,
1520401,2,11,,256,153005,,2,0,,
1530101,1,3,,0,1,7,1,0,,
1530102,1,3,,0,1,7,1,0,,
1530201,1,3,,0,1,30,1,0,,
1530202,2,3,,63,152001,,2,0,,
1530301,2,6,,46,152005,,,,,
1530302,2,6,,46,152006,,,,,
1530401,1,3,,0,1,0,1,0,,
1530402,2,1,,215,152015,,,,,
1530403,2,4,,215,152016,,,,,
2701101,1,3,,0,2,1,1,0,,
2701102,1,3,,0,2,1,1,0,,
2701201,1,3,,0,2,1,1,0,,
2701202,1,3,,0,2,1,1,0,,
2701203,1,3,,0,2,1,2,0,,
2701301,2,1,,0,282403,,,,,
2702101,1,3,,0,2,1,1,0,,
2702201,1,3,,0,2,1,1,0,,
2702202,1,3,,0,2,1,1,0,,
2702203,1,3,,0,2,1,1,0,,
2702204,1,3,,0,2,1,2,0,,
2702301,2,1,,56,203001,,,,,
2702401,1,3,,0,2,1,1,0,,
2702402,1,3,,0,2,1,1,0,,
2702403,1,3,,0,2,1,1,0,,
2702404,1,3,,0,2,1,2,0,,
2702405,2,1,,116,203002,,,,,
2702501,1,3,,0,2,1,1,0,,
2702502,1,3,,0,2,1,1,0,,
2702503,1,3,,0,2,1,1,0,,
2702504,1,3,,0,2,1,1,0,,
2702505,2,2,,78,302001,,,,,
2702601,1,3,,0,2,1,1,0,,
2702602,1,3,,0,2,1,1,0,,
2702603,1,3,,0,2,1,1,0,,
2702604,1,3,,0,2,1,2,0,,
2702605,2,3,,142,203004,,,,,
2702701,1,3,,0,2,1,1,0,,
2702702,1,3,,0,2,1,1,0,,
2702703,1,3,,0,2,1,1,0,,
2702704,1,3,,0,2,1,2,0,,
2702705,2,1,,117,203003,,,,,
2702801,6,7,,0,2,1,,,,
2702901,2,8,,56,282601,,,,,
2702902,2,6,,56,282602,,,,,
2704101,1,3,,0,2,1,1,0,,
2704102,1,3,,0,2,1,1,0,,
2704201,1,3,,0,2,1,1,0,,
2704202,1,3,,0,2,1,1,0,,
2704203,1,3,,0,2,1,1,0,,
2704204,1,3,,0,2,1,1,0,,
2704301,1,3,,0,1,1,1,0,,
2704302,2,1,,125,282502,,,,,
2704171,1,3,,0,2,1,1,0,,
2704172,1,3,,0,2,1,1,0,,
2704173,2,3,10809,78,209001,,,,,
2731101,1,3,,0,2,1,1,0,,
2731201,1,3,,0,1,2,2,0,,
2731202,1,3,,0,2,2,2,0,,
2731203,1,3,,0,3,2,2,0,,
2731204,2,1,,0,201001,,,,,
2731301,1,3,,0,2,2,2,0,,
2731302,2,8,,0,201002,,,,,
2732001,1,3,,0,1,2,2,0,,
2732002,1,3,,0,2,2,2,0,,
2732003,1,3,,0,3,2,2,0,,
2732004,2,1,,0,282314,,,,,
2732101,1,3,,0,2,2,2,0,,
2732102,2,2,,82,282317,,,,,
2805101,1,3,,0,2,1,1,0,,
2805201,2,1,,56,204001,,,,,
2805202,1,3,,0,2,1,1,0,,
2805203,1,3,,0,2,1,2,0,,
2805301,1,3,,0,2,1,1,0,,
2805302,1,3,,0,2,1,1,0,,
2805303,1,3,,0,2,1,2,0,,
2805304,2,3,,138,204002,,,,,
2805401,1,3,,0,2,1,1,0,,
2805501,2,1,,0,204001,,,,,
2805502,1,3,,0,2,1,1,0,,
2805503,1,3,,0,2,1,1,0,,
2805504,1,3,,0,2,1,2,0,,
2805601,1,3,,0,2,1,1,0,,
2805602,1,3,,0,2,1,1,0,,
2805603,1,3,,0,2,1,1,0,,
2805604,1,3,,0,2,1,2,0,,
2805605,2,3,,0,204002,,,,,
2805701,1,3,,0,2,1,2,0,,
2805702,2,8,,150,204003,,,,,
2805801,4,1,,0,FormView[2],,,,,
2731401,2,1,!10805,0,201008,,,,,
2731402,1,3,,0,1,2,2,0,,
2731403,1,3,,0,2,2,2,0,,
2731404,1,3,,0,3,2,2,0,,
2731405,2,1,,0,301001,,,,,
2731501,2,1,!10805,0,201008,,,,,
2731502,1,3,,0,1,2,2,0,,
2731503,2,3,,0,201004,,,,,
2731601,1,3,,0,1,2,2,0,,
2731602,1,3,,0,2,2,2,0,,
2731603,1,3,,0,3,2,2,0,,
2731701,1,3,,0,1,2,2,0,,
2731702,2,3,,0,201004,,,,,
2731801,2,6,,78,208001,,,,,
2731802,2,8,,78,208002,,,,,
2731803,1,3,,0,1,2,2,0,,
2731804,1,3,,0,1,2,2,0,,
2731805,1,3,,0,1,2,2,0,,
2731901,2,8,,80,210001,,,,,
2731902,1,3,,0,1,2,2,0,,
2731903,1,3,,0,1,2,2,0,,
2731904,1,3,,0,1,2,2,0,,
2861101,1,3,,0,1,2,2,0,,
2861102,1,3,,0,2,2,2,0,,
2861103,2,1,,152,202001,,,,,
2861201,2,1,,0,202003,,,,,
2861301,1,3,,0,1,2,2,0,,
2861401,1,3,,0,1,2,2,0,,
2861402,1,3,,0,2,2,2,0,,
2861501,2,1,,0,306001,,,,,
2861601,1,3,,0,1,2,2,0,,
2861701,2,1,,86,202008,,,,,
2861702,2,1,,86,202009,,,,,
2861801,2,1,,0,211001,,,,,
2861901,2,1,,0,212001,,,,,
2862001,2,1,,0,213001,,,,,
2863001,1,3,,0,1,2,2,0,,
2863002,2,1,,0,282326,,,,,
1010104,4,1,10200|10201,0,20005,,,,,
2862101,1,3,,0,2,1,1,0,,
2862201,2,1,,0,204001,,,,,
2862202,1,3,,0,2,1,1,0,,
2862203,1,3,,0,2,1,1,0,,
2862204,1,3,,0,2,1,2,0,,
2862301,1,3,,0,2,1,1,0,,
2862302,1,3,,0,2,1,1,0,,
2862303,1,3,,0,2,1,1,0,,
2862304,1,3,,0,2,1,2,0,,
2862305,2,3,,0,305001,,,,,
2862401,1,3,,0,2,1,2,0,,
2862402,2,1,,0,304001,,,,,
2807101,1,3,,0,2,1,2,0,,
2807201,1,3,,0,2,1,2,0,,
2807202,1,3,,0,2,1,2,0,,
2807203,1,3,,0,2,1,2,0,,
2807204,1,3,,0,2,1,2,0,,
2808101,1,3,,0,2,1,2,0,,
2809101,1,3,,0,2,1,2,0,,
2809102,1,3,,0,2,1,2,0,,
2809201,1,3,,0,2,1,2,0,,
2810101,1,3,,0,2,1,2,0,,
2810201,1,3,,0,2,1,2,0,,
2810202,1,3,,0,2,1,2,0,,
2810203,1,3,,0,2,1,2,0,,
2810204,2,8,,80,281001,,,,,
2811101,1,3,,0,2,1,2,0,,
2811102,2,3,,80,281101,,,,,
2812101,1,3,,0,2,1,2,0,,
2812102,1,3,,0,2,1,2,0,,
2812103,2,3,,80,281201,,,,,
2813101,1,3,,0,2,1,2,0,,
2813102,1,3,,0,2,1,2,0,,
2813201,1,3,,0,2,1,2,0,,
2814101,1,3,,0,2,1,2,0,,
2814201,1,3,,0,2,1,2,0,,
2814202,1,3,,0,2,1,2,0,,
2814203,1,3,,0,2,1,2,0,,
2814204,2,1,,0,281401,,,,,
2815101,1,3,,0,2,1,2,0,,
2815102,1,3,,0,2,1,2,0,,
2815201,1,3,,0,2,1,2,0,,
2815202,1,3,,0,2,1,2,0,,
2815203,1,3,,0,2,1,2,0,,
2816101,1,3,,0,2,1,2,0,,
2816102,1,3,,0,2,1,2,0,,
2816201,1,3,,0,2,1,2,0,,
2816301,2,3,,80,281401,,,,,
2817101,1,3,,0,2,1,2,0,,
2817102,2,3,,0,281807,,,,,
2817103,2,3,,0,281806,,,,,
2817201,1,3,,0,2,1,2,0,,
2817202,1,3,,0,2,1,2,0,,
2817203,1,3,,0,2,1,2,0,,
2817204,2,1,,0,282001,,,,,
2818101,1,3,,0,2,1,2,0,,
2818102,1,3,,0,2,1,2,0,,
2818103,2,3,,0,281804,,,,,
2823101,1,3,,0,2,1,2,0,,
2823102,1,3,,0,2,1,2,0,,
2823103,2,3,,0,281805,,,,,
2819101,1,3,,0,2,1,2,0,,
2819102,2,1,,0,282201,,,,,
2819103,2,2,,0,282202,,,,,
2819201,1,3,,0,2,1,2,0,,
2819202,1,3,,0,2,1,2,0,,
2819203,1,3,,0,2,1,2,0,,
2820101,1,3,,0,2,,,,,
2820201,1,3,,0,2,,,,,
2820202,1,3,,0,2,,,,,
2820203,1,3,,0,2,,,,,
2820204,2,8,,0,281901,,,,,
2820205,2,6,,0,281902,,,,,
2821101,1,3,,0,2,1,2,0,,
2821102,1,3,,0,2,1,2,0,,
2822101,1,3,,0,2,1,2,0,,
2822102,1,3,,0,2,1,2,0,,
