//this config file was auto-generated by Excel2lua tool do not modify it!
ID,Name,BuffDec,Icon,AnimIcon,BuffType,CanBeDispelled,BuffLogic,CasterAttrType,OwnerAttrType,BeginEffect,LoopEffect,EndEffect,DurationTime,SubBuff,ActiveType,ActiveExclution,DestroyConditionTiming,DestroyCondition,DestroyDieState,DurationRound,MaxPile,LayerUpDurationTimeType,AutoDestroy,BattleExitRetain,BuffGroup,BuffGroupPriority,GroupReplaceType,PersonalPopTipsOnBegin,PersonalPopTipsOnEnd,TeamPopTipsOnBegin,TeamPopTipsOnEnd
132003,21号-输出（后手|暴击）-节制-必杀-消耗行动值提升暴击率,必杀-消耗行动值提升暴击率,,,3,0,132003,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
132004,21号-输出（后手|暴击）-节制-必杀-溢出的暴击率转爆伤,必杀-溢出的暴击率转爆伤,,,3,0,132004,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
132005,21号-输出（后手|暴击）-节制-被动-爆伤提升,被动buff,,,3,0,132005,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
132006,21号-输出（后手|暴击）-节制-被动-暴击吸血,被动buff,,,3,0,132006,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
135001,22号-输出（后手|生命）-世界-技能2-回复生命,技能2-回复生命,,,3,0,135001,,,1061,,,0,,,0,,,,-1,1,1,,0,,,,75,,,
135002,22号-输出（后手|生命）-世界-技能3-提升伤害,技能3-提升伤害,,,3,0,135002,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
135003,22号-输出（后手|生命）-世界-必杀-自身,必杀-自身额外获得1倍被动效果,battle_adddamage,,1,0,135003,,,,135003,,30000,,,0,,,,-1,1,1,,0,,,,76,,,
135004,22号-输出（后手|生命）-世界-必杀-其他友方,必杀-其他友方获得2倍被动效果,battle_adddamage,,1,0,135004,,,,135003,,30000,,,0,,,,-1,1,1,,0,,,,77,,,
135005,22号-输出（后手|生命）-世界-被动,被动buff,,,3,0,135005,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
139001,1号-输出（后手|反击）-太阳-技能1-防御偷取（敌方）,技能1-防御偷取（敌方）,battle_stealdefence,,2,0,139001,,,1056,,,60000,,,0,,,,-1,1,1,,0,,,,78,,,
139002,1号-输出（后手|反击）-太阳-技能1-防御偷取（自身）,技能1-防御偷取（自身）,battle_stealdefence,,1,0,139002,,,,1066,,60000,,,0,,,,-1,1,1,,0,,,,79,,,
139003,1号-输出（后手|反击）-太阳-技能2-嘲讽,技能2-嘲讽,battle_taunt,,2,0,139003,,,139003,,,60000,,,0,,,,-1,1,1,,0,,,,80,,,
139004,1号-输出（后手|反击）-太阳-技能3-根据复仇层数提升伤害,技能3-根据复仇层数提升伤害,,,3,0,139004,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
139005,1号-输出（后手|反击）-太阳-被动,被动buff,,,3,0,139005|139006|139007,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
139008,1号-输出（后手|反击）-太阳-复仇效果,复仇-主体buff,battle_anshang,,1,0,139008,,,,1021,1022,-1,,,0,,,,-1,10,1,,0,,,,81,,,
142101,CE-输出（后手|追击）-世界-被动必杀返能量,,,,3,0,142101,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
142102,CE-输出（后手|追击）-世界-被动必杀返能量特效空buff,,,,1,0,1,,,,,141108,0,,,0,,,,-1,1,1,,0,,,,94,,,
142103,CE-输出（后手|追击）-世界-技能3-提示用,,,,3,0,1,,,,,,0,,,0,,,,-1,1,1,,0,,,,54,,,
141101,CE-共鸣（先手|减耗）-太阳-减少下个技能消耗,,,,3,0,141101,,,139002,,,-1,141101,,0,2|4,11201|21020,,-1,1,1,,0,,,,38,,,
141102,CE-共鸣（先手|减耗）-太阳-被动减防御,,,,3,0,141102,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
141103,CE-共鸣（先手|减耗）-太阳-被动,,,,3,0,141103,,,,,,-1,,,0,4,,,-1,1,1,,0,,,,,,,
141104,CE-共鸣（先手|减耗）-太阳-被动减防御,,battle_defenceDown,,2,1,141104,,,,,,-1,,,0,4,,,-1,100,1,,0,,,,,,,
141105,CE-共鸣（先手|减耗）-太阳-3技能法阵伤害触发器,,battle_circle,,2,0,141105,,,,141105,141107,-1,,,0,4,,,-1,1,1,,0,,,,92,,,
141106,CE-共鸣（先手|减耗）-太阳-3技能法阵伤害,,,,3,0,141106,,,141106,,,0,,,0,,,,-1,1,1,,0,,,,,,,
143101,CE-辅助-星星-减防御,,battle_defenceDown,,2,1,143101,,,,1073,1074,40000,,,0,,,,-1,1,1,,0,,,,41,,,
143102,CE-辅助-星星-减攻击,,warning_reduceDamage,,2,1,143102,,,,,,40000,,,0,,,,-1,1,1,,0,,,,42,,,
143103,CE-辅助-星星-种子本体,,battle_seed,,2,1,143103,2,,,1077,1078,40000,,,0,,,,-1,1,1,,0,,,,95,,,
143104,CE-辅助-星星-触发伤害和治疗,,,,3,1,143104,,,,,1075,0,,,0,,,,-1,1,1,,0,,,,,,,
143105,CE-辅助-星星被动-提高治疗效果,,,,3,0,143105,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
143106,CE-辅助-星星-必杀-治疗&驱散,,,,3,1,143106|143107,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
143107,CE-辅助-星星-纯特效（减防）,,,,2,0,1,,,1079,,,4000,,,0,,,,-1,1,1,,0,,,,,,,
140101,CE-输出（后手|溅射）-节制-额外伤害触发器,,,,3,0,140101,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
140102,CE-输出（后手|溅射）-节制-额外伤害,,,,3,0,140102,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
140103,CE-输出（后手|溅射）-节制-被动-溅射,,,,3,0,140103,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
140104,CE-输出（后手|溅射）-节制-被动-溅射主体,溅射-主体buff,battle_split,,1,0,140104,,,,,,-1,,1,0,1,11201,,-1,1,1,,0,,,,69,,,
140105,CE-输出（后手|溅射）-节制-必杀-提高伤害,,battle_hance,,1,0,140105,,,,,,40000,,,0,,,,-1,1,1,,0,,,,,,,
140106,CE-输出（后手|溅射）-节制-必杀-降低冷却,,battle_reducedcd,,1,0,140106,,,,,,40000,,,0,,,,-1,1,1,,0,,,,,,,
140107,CE-输出（后手|溅射）-节制-必杀-暴击率提高,,battle_crt,,1,0,140107,,,,,,40000,,,0,,,,-1,1,1,,0,,,,,,,
140108,CE-输出（后手|溅射）-节制-被动-溅射-计数buff,,,,3,0,1,,,,,,-1,,,0,,,,-1,2,1,,0,,,,,,,
140109,CE-输出（后手|溅射）-节制-必杀-释放技能时buff,,,,3,0,140109,,,,,,40000,,,0,,,,-1,1,1,,0,,,,,,,
140110,CE-输出（后手|溅射）-节制-必杀-触发条件时buff,,,,3,0,140110,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
144101,CE-共鸣（先手|增伤）-耐鲁-连招后续技能暴击伤害提升,,,,3,0,144101,,,,,,-1,,,0,4,,,-1,1,1,,0,,,,,,,
144102,CE-共鸣（先手|增伤）-耐鲁-连招下一个技能伤害提升-触发器,技能3-提高主动技能伤害,battle_adddamage,,1,0,144102,,,,,,-1,144102,,0,2|4,11201|21020,,-1,1,1,,0,,,,,,,
144103,CE-共鸣（先手|增伤）-耐鲁-连招下一个技能伤害提升-提高技能伤害,技能3-提升伤害,,,3,0,144103,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
144104,CE-共鸣（先手|增伤）-耐鲁-被动-起手给队友加Buff,,,,3,0,144104,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
144105,CE-共鸣（先手|增伤）-耐鲁-被动-提升伤害触发器（限4次）,,battle_hance,,1,0,144105,,,,,,-1,144105,,0,2|4,32802|21020,,-1,1,1,,0,,,,,,,
144106,CE-共鸣（先手|增伤）-耐鲁--提高技能伤害,被动-提升伤害,,,3,0,144106,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
145001,14号-输出（后手|注能）-太阳-技能2-暴击提升,,battle_crt,,1,0,145001,,,,,,-1,,1,0,1,,,-1,1,1,,0,,,,72,,,
145002,14号-输出（后手|注能）-太阳-被动-其他友方施放技能时触发,输出1被动：其他友方施放技能时触发,,,3,0,145002,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
145003,14号-输出（后手|注能）-太阳-被动-提升攻击力,输出1被动：提升攻击力,battle_ninapassive03,,1,0,145003,,,,136004,,-1,,,0,1,,,-1,5,1,,0,,,,71,,,
145004,14号-输出（后手|注能）-太阳-必杀-暴击时触发,输出1必杀：暴击时触发,,,3,0,145004,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
145005,14号-输出（后手|注能）-太阳-必杀-增加能量,输出1必杀：增加能量,,,3,0,145005,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
146001,15号-输出（后手|刺痕）-节制-刺痕,刺痕,battle_split,,2,0,146001,,,134004;134004;134004;134004;134004;134004;134004;134004,134003,,30000,,,0,,,,-1,8,1,,0,,,,87,,,
146002,15号-输出（后手|刺痕）-节制-技能2-刺痕标记,刺痕标记,battle_mark,,2,0,146002,,,139003,,,30000,,,0,,,,-1,1,1,,0,,,,88,,,
146003,15号-输出（后手|刺痕）-节制-被动,攻击x次目标触发,,,3,0,146003,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
146004,15号-输出（后手|刺痕）-节制-必杀,必杀-攻击触发,,,3,0,146004,,,135003,,,-1,,,0,,,,-1,1,1,,1,,,,89,,,
147001,16号-输出（后手|齐心）-世界-被动,被动-友方释放技能增加伤害,,,3,0,147001,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
147002,16号-输出（后手|齐心）-世界-被动-实际伤害提升效果,,battle_adddamage,,1,0,147002,,,,,,-1,,,0,4,21020,,-1,2,1,,0,,,,71,,,
148001,17号-共鸣（先手|传递）-耐鲁-被动-能量传递,共鸣1被动：能量传递,battle_hance,,1,0,148001,,,,1077,,-1,,,0,,,,-1,10,1,,0,,,,90,,,
148002,17号-共鸣（先手|传递）-耐鲁-被动-提升攻击力,共鸣1被动：提升攻击力,,,3,0,148002,,,,,,-1,,,0,1,,,-1,10,1,,0,,,,71,,,
148003,17号-共鸣（先手|传递）-耐鲁-被动-技能3-传递时减耗,共鸣1技能3：传递时减耗,,,3,0,148003,,,141108;141108;141108;141108;141108;141108;141108;141108,,,-1,,,0,2,148003,,-1,10,1,,0,,,,,,,
148004,17号-共鸣（先手|传递）-耐鲁-必杀-叠加两层能量传递,共鸣1必杀：叠加两层能量传递,,,3,0,148004,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
148005,17号-共鸣（先手|传递）-耐鲁-被动-触发器,共鸣1被动：开战触发器,,,3,0,148005,,,,,,-1,,,0,,,,-1,1,1,,1,,,,90,,,
149001,18号-共鸣（先手|递增）-柯锡-技能3添加给玩家队伍的共生,,,,3,0,149001,,,,,,-1,,,0,4,,,-1,1,1,,0,,,,,,,
149002,18号-共鸣（先手|递增）-柯锡-技能3额外消耗、根据额外消耗加Buff,,warning_constAdd,,1,0,149002|149003,,,,,,-1,,,0,2,,,-1,1,1,,0,,,,,,,
149003,18号-共鸣（先手|递增）-柯锡-技能修改属性,,,,3,0,149004,,,,,,-1,,,0,1,,,-1,2,1,,0,,,,,,,
149004,18号-共鸣（先手|递增）-柯锡-大招下个主动技消耗减到0,,,,3,0,149005,,,,,,-1,,,0,2,11201,,-1,1,1,,0,,,,,,,
149005,18号-共鸣（先手|递增）-柯锡-被动触发器（连招中递增）,,,,3,0,149006,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
149006,18号-共鸣（先手|递增）-柯锡-被动修改属性,,battle_adddamage,,1,0,149007,,,,,,-1,,,0,4,,,-1,4,1,,0,,,,71,,,
150001,19号-共鸣（先手|终结）-太阳-技能2-减少冷却,减少冷却,,,3,0,150001,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
150002,19号-共鸣（先手|终结）-太阳-技能3-给其他友方加触发器,给其他友方加触发器,,,3,0,150002,,,,,,-1,150002,,0,2|4,,,-1,1,1,,0,,,,,,,
150003,19号-共鸣（先手|终结）-太阳-技能3-提升友方攻击力,提升友方攻击力,battle_adddamage,,1,0,150003,,,,,,-1,,,0,4,,,-1,1,1,,0,,,,,,,
150004,19号-共鸣（先手|终结）-太阳-被动触发器,被动触发器,,,3,0,150004,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
150005,19号-共鸣（先手|终结）-太阳-被动触发-给其他友方加触发器,给其他友方加触发器,warning_constCut,,1,0,150005,,,,,,-1,150005,,0,2|4,,,-1,1,1,,0,,,,91,,,
150006,19号-共鸣（先手|终结）-太阳-终结连招,终结连招,,,3,0,150006,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
150007,19号-共鸣（先手|终结）-太阳-提升伤害,提升伤害,,,3,0,150007,,,,,,-1,,,0,1,,,-1,1,1,,0,,,,,,,
150008,19号-共鸣（先手|终结）-太阳-必杀-提升友方下个必杀伤害,提升友方下个必杀伤害,battle_adddamage,,1,0,150008,,,,,,-1,150008,,0,1,11202,,-1,1,1,,0,,,,,,,
151001,20号-共鸣（先手|节奏）-节制-技能2-Buff,,,,3,0,151001|151002,,,,,,-1,,,0,4,,,-1,1,1,,0,,,,,,,
151003,20号-共鸣（先手|节奏）-节制-技能3-Buff判加的层数,,,,3,0,151003,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
151004,20号-共鸣（先手|节奏）-节制-技能3-Buff实际加伤害的,,,,3,0,151004,,,,,,-1,,,0,1,,,-1,99,1,,0,,,,,,,
151005,20号-共鸣（先手|节奏）-节制-被动-触发器,,,,3,0,151005,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
151006,20号-共鸣（先手|节奏）-节制-被动-根据技能数算层数,,,,3,0,151006,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
151007,20号-共鸣（先手|节奏）-节制-被动-等待队伍中下个放技能,,,,3,0,151007,,,,,,-1,,,0,4,,,-1,5,1,,0,,,,,,,
151008,20号-共鸣（先手|节奏）-节制-被动-实际加伤害,,battle_adddamage,,1,0,151008,,,,,,-1,,,0,1,,,-1,5,1,,0,,,,71,,,
152001,22号-辅助（蓄力延迟）-星星-标记buff,上标记,battle_mark,,1,1,152001|152003|152004,,,,141111,141112,10000,,,0,,,,-1,1,1,,0,,,,,,,
152002,22号-辅助受击时减少1s蓄力时间,受击时减少1s蓄力时间,,,1,0,152002,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
152005,22号-辅助重置蓄力状态为蓄力准备，时间重置为0,重置蓄力状态为蓄力准备，时间重置为0,,,1,0,152005,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
152006,22号-辅助万分比增加/降低蓄力时长,万分比增加/降低蓄力时长,warning_pointSlow,,1,1,152006,,,,141113,141114,15000,,,0,,,,-1,1,1,,0,,,,,,,
152007,22号-辅助被动添加5层光环,被动添加5层光环,,,1,0,152007,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
152008,22号-辅助为其他友方添加5层光环,为其他友方添加5层光环,,,1,0,152008,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
152009,22号-辅助受击时触发,受击时触发,,,1,0,152009,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
152010,22号-辅助添加新buff时，并检查新buff是否为指定buff组（id），如果是则触发光环,添加新buff时，并检查新buff是否为指定buff组（id），如果是则触发光环,,,1,0,152010,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
152011,22号-辅助受击时移除光环主体,受击时移除光环,,,1,0,152011,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
152012,22号-辅助受击时移除光环客体,受击时移除光环,,,1,0,152012,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
152013,22号-辅助光环主体,光环,warning_addDamage,,1,0,152013,,,,141115,141116,-1,,,0,,,,-1,5,1,,0,,,,,,,
152014,22号-辅助光环客体,光环客体,warning_addDamage,,1,0,152014,,,,,,-1,,,0,,,,-1,5,1,,0,,,,,,,
152015,22号-辅助必杀添加光环,必杀添加光环,,,1,0,152015,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
152016,22号-辅助（蓄力延迟）-星星-必杀添加光环客体,必杀添加光环客体,,,1,0,152016,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
153001,21号-辅助（增加hit）小精灵控制器,小精灵控制器,,,1,0,153001,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
153002,21号-辅助（增加hit）小精灵,小精灵,,,1,0,153002,,,,141110,,-1,,,0,,,,-1,1,1,,0,,,,,,,
153003,21号-辅助（增加hit）改变敌人承伤,改变敌人承伤,battle_friend,,1,0,153003,,,,141110,,-1,,,0,,,,-1,1,1,,0,,,,,,,
153004,21号-辅助（增加hit）增加协同打击,增加协同打击,battle_friend,,1,0,153004,,,,141110,,-1,,,0,,,,-1,1,1,,0,,,,,,,
153005,21号-辅助（增加hit）必杀护盾,固定值盾,,,1,1,153005|153006|153007,,,,4,5,20000,,,0,,,,-1,1,1,,0,,,,,,,
201001,增加攻击力,谎言增加攻击力,warning_damage,,1,1,201001,,,,1031,1032,-1,,,0,,,,-1,1,1,,1,,,,,,,
201002,冻结行动点,冻结行动点,,,2,1,1003,,,,,,13000,,,0,,,,-1,1,1,,0,,,,,,9,
201003,吸血被动buff,吸血被动buff,,,1,1,201003,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
201006,怪物A被动连招内减伤触发器,怪物A被动连招内减伤触发器,,,1,0,201006,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
201007,怪物A被动连招内减伤,怪物A被动连招内减伤,battle_shield,,1,0,201007,,,,1062,1063,-1,,,0,4,,,-1,1,1,,1,,,,35,,,
201008,增加伤害100%,增加伤害100%,warning_damage,,1,1,201008,,,,1031,1032,-1,,,0,1,11201,,-1,1,1,,1,,,,6,,,
202001,怪物B技能1持续回血触发器,怪物B技能1持续回血触发器,,,1,1,202001,,,,,,15000,,,0,,,,-1,5,1,,1,,,,,,,
202002,怪物B技能1持续回血,怪物B技能1持续回血,,,1,0,202002,,,1064,,,0,,,0,,,,1,1,1,,0,,,,,,,
202003,怪物B技能2护盾,怪物B技能2护盾,battle_shield,,1,0,202003,,,,1067,1069,-1,,,0,,,,-1,1,1,,1,,,,18,,,
202004,怪物B技能2护盾被击破后伤害加深,怪物B技能2护盾被击破后伤害加深,battle_bedamageUp,,2,0,202004,,,,,,60000,,,0,,,,-1,1,1,,1,,,,37,,,
202005,怪物B被动，行动后驱散一个负面状态触发器,怪物B被动，行动后驱散一个负面状态触发器,,,1,0,202005,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
202006,怪物B被动，行动后驱散一个负面状态,怪物B被动，行动后驱散一个负面状态,,,1,0,202006,,,1066,,,0,,,0,,,,1,1,1,,0,,,,,,,
202007,怪物B霸体,霸体,,,1,0,202007,,,,,,-1,,,0,,,,1,1,1,,1,,,,,,,
202008,greed-反伤怪技能2护盾,greed-反伤怪技能2护盾,battle_shield,,1,1,202008,,,,1067,1069,50000,202009,,0,,,,-1,1,1,,1,,,,18,,,
202009,greed-反伤怪技能2反伤,greed-反伤怪技能2反伤,,,1,1,202009,,,,,,-1,202008,,0,,,,-1,1,1,,1,,,,,,,
203001,angry标记,标记buff,,,3,1,203001,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
203002,angry清除标记,清除标记buff,,,1,1,203002,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
203003,偷取ap,清除标记buff,warning_actionAdd,,1,0,203003,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
203004,增加角色技能消耗,增加技能消耗,warning_actionSlow,,2,1,203004,,,,,,-1,,,0,2,10000,,-1,1,1,,0,,,,,,,
204001,100%暴击,hate必爆,,,1,0,204001,,,,,,-1,,,0,1,11201,,-1,1,1,,1,,,,,,,
204002,降低防御,hate降低防御,battle_defenceDown,,2,1,204002,,,,,,40000,,,0,,,,-1,1,1,,1,,,,41,,,
204003,封锁行动上限,hate锁行动上限,warning_actionFreeze,,2,1,204003,,,,,,25000,,,0,,,,-1,1,1,,1,,,,,,84,85
205001,测试伤害加深Debuff,测试伤害加深Debuff,warning_damage,,1,1,205001,,,,,,20000,,,0,,,,-1,1,1,,1,,,,,,,
206000,怪物（重复技能减伤）被动,打出重复技能时，给怪物加减伤,,,1,0,206000,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
206001,怪物（重复技能减伤）被动-减伤Buff,减伤buff-可叠层,warning_addDamage,,1,1,206001,,,1062,,,-1,,,0,,,,-1,10,1,,1,,,,59,,,
207000,怪物（起手增伤，非起手减伤）被动-起手角色伤害提高-触发器,怪物（起手增伤，非起手减伤）被动-起手角色伤害提高-触发器,,,1,0,207000,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
207001,怪物（起手增伤，非起手减伤）被动-非起手角色伤害降低-触发器,怪物（起手增伤，非起手减伤）被动-非起手角色伤害降低-触发器,,,1,0,207001,,,,,,-1,,,0,,,,-1,1,1,,1,,,,,,,
207002,怪物（起手增伤，非起手减伤）被动-角色伤害提高,怪物（起手增伤，非起手减伤）被动-角色伤害提高,warning_addDamage,,1,1,207002,,,,,,-1,,,0,4,,,-1,1,1,,1,,,,59,,,
207003,怪物（起手增伤，非起手减伤）被动-给其他队友加buff,怪物（起手增伤，非起手减伤）被动-给其他队友加buff,,,1,0,207003,,,,,,-1,,,0,4,,,-1,1,1,,1,,,,43,,,
207004,怪物（起手增伤，非起手减伤）被动-角色伤害降低,怪物（起手增伤，非起手减伤）被动-角色伤害降低,warning_reduceDamage,,2,1,207004,,,,,,-1,,,0,4,,,-1,1,1,,1,,,,43,,,
208001,lie-耗能怪技能2降低伤害,耗能怪技能2降低伤害,warning_reduceDamage,,2,1,208001,,,,,,-1,,,0,5,20113,,-1,1,1,,1,,,,,,,
208002,lie-耗能怪技能2 行动值消耗层数图标,耗能怪技能2 行动值消耗层数图标,warning_pointSlow,,2,1,208002,,,,,,-1,,,0,,,,-1,12,1,,1,,,,,,,
210001,验证怪物-减行动上限,减行动上限,warning_constCut,,2,0,210001,,,,,,30000,,,0,,,,-1,5,1,,0,,,,,,,
211001,验证怪物-次数盾,次数盾,battle_shield,,1,0,211001|211002,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,34,,
211003,验证怪物-次数盾-被击破后伤害加深,被击破后伤害加深,battle_bedamageUp,,2,0,211003,,,,,,60000,,,0,,,,-1,1,1,,0,,,,37,,,
212001,验证怪物-固定减伤,固定减伤,battle_shield,,1,0,212001,,,,,,30000,,,0,,,,-1,1,1,,0,,,,,,,
213001,验证怪物-固定减能,固定减能,battle_shield,,1,0,213001,,,,,,30000,,,0,,,,-1,1,1,,0,,,,,,,
214001,验证怪物-受击攒buff1-触发器,受击攒buff1：触发器,,,1,0,214001,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
214002,验证怪物-受击攒buff1-提高伤害buff,受击攒buff1：叠层,warning_addDamage,,1,1,214002,,,,,,-1,,,0,1,,,-1,99,1,,0,,,,,,,
215001,验证怪物-受击攒buff2-触发器,受击攒buff：触发器,,,1,0,215001,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
215002,验证怪物-受击攒buff2-叠层判断技能用,受击攒buff2：叠层,warning_addDamage,,1,0,1,,,,,,-1,,,0,4,,,-1,99,1,,0,,,,,,,
216001,死亡时给最后打的加buff,死亡加buff,,,2,0,216001,,,,,,-1,,,0,,,3,-1,1,1,,1,,,,,,,
216002,亡语伤害,亡语伤害,,,2,0,216002,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
281001,区域1（锁行动上限）-lie-技能2-锁行动,锁行动,warning_actionFreeze,,2,0,281001,,,,,,25000,,,0,,,,-1,1,1,,1,,,,,,84,85
281101,区域2（群体DOT）-lie-技能1-DOT触发器,群体dot,battle_blood,,2,1,281101,2,,,500001,,60000,,,0,,,,-1,10,1,,0,,,,36,,,
281102,区域2（群体DOT）-lie-技能1-伤害效果,群体dot-伤害,,,2,0,281102,,,,,500002,0,,,0,,,,-1,10,1,,0,,,,,,,
281201,complain-腐化,complain-腐化,battle_blood,,2,1,281201,,,,,,2000000,281202,,0,,,,-1,1,1,,0,,,,,,,
281202,complain-伤害触发器,complain-伤害触发器,,,3,0,281202,,,,,,2000000,,,0,,,,-1,1,1,,0,,,,93,,,
281203,complain-腐化伤害,complain-腐化伤害,,,3,0,281203,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
281401,区域3（次数护盾）-lie-技能2-次数护盾,次数护盾,battle_shield,,1,0,281401,,,,1067,1069,-1,,,0,,,,-1,1,1,,1,,,,18,34,,
281501,区域1（受击提升自身伤害）-触发器,受击攒buff1：触发器,,,1,0,281501,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281502,区域1（受击提升自身伤害）-提高伤害buff,受击攒buff1：叠层,warning_addDamage,,1,1,281502,,,,,,-1,,,0,1,,,-1,99,1,,0,,,,,,,
281503,区域1（受击减能量回复）,固定减能,battle_shield,,1,0,281503,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281504,区域1（受击切技能）-触发器,受击攒buff：触发器,,,1,0,281504,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281505,区域1（受击切技能）-叠层判断技能用,受击攒buff2：叠层,warning_addDamage,,1,0,1,,,,,,-1,,,0,4,,,-1,99,1,,0,,,,,,,
281506,区域1（受击回血）-触发器,受击回血：触发器,,,1,0,281506,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281507,区域1（受击回血）-叠层判断技能用,受击攒buff2：叠层,,,1,0,1,,,,,,-1,,,0,4,,,-1,99,1,,0,,,,,,,
281508,区域1（受击回血）-治疗触发器,受击回血：触发器,,,1,0,281508,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281509,区域1（受击回血）-治疗,受击回血：治疗,battle_seed,,1,0,281509,,,,,,-1,,,0,4,,,-1,1,1,,0,,,,,,,
281510,区域1（受击回血）-条件触发器,受击回血：触发器,,,1,0,281510,,,,,,0,,,0,,,,-1,1,1,,0,,,,,,,
281601,触发狂暴,测试-触发狂暴,,,1,0,281601,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281602,狂暴,测试-狂暴,warning_pointSlow,,1,0,281602,,,,136004,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281701,伤害转治疗,测试-伤害转治疗,battle_defenceDown,,1,0,281701,,,,,,30000,,,0,,,,-1,1,1,,0,,,,,,,
281702,免伤,测试-免伤,battle_mark,,1,0,281702,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281801,指挥官死了 小怪的debuff,扣1w血,,,1,0,281801,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281802,小怪被动 指挥官死了触发,,,,1,0,281802,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281803,爆炸,爆炸,,,1,0,281803,,,,131004,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281804,小怪标记B,可触发爆炸,,,1,0,1,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281805,小怪标记A,可触发爆炸,,,1,0,1,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281806,指挥官 爆炸触发器,小怪会打 可触发爆炸,battle_mark,,2,0,281806|281807,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
281807,指挥官标记,空buff 用于小怪监听死亡,,,1,0,281807,,,,,,-1,,,0,,,,-1,1,1,,0,,,,,,,
